,committee,date,congress,page
1261,Cmte on HR bill to appropriate sum of $ for gun boats,1805-02-09,8,12
1262,Jt cmte on accommodations for PUS,1805-02-14,8,12
1263,Cmte on form in which decision on impeachment will be decided,1805-02-14,8,12
1264,cmte to wait on PUS to notify him of his re-election,1805-02-16,8,12
1265,"Cmte on HR bill making appropriation for payment of witnesses
summoned on part of US in support of impeachment of Chase",1805-02-18,8,12
1266,"Cmte on HR bill to establish districts of Gennessee, Buffaloe
Creek and Miami & to alter port of entry for Erie district",1805-02-18,8,12
1267,Cmte on HR bill authorizing PUS to sell certain lot of land,1805-02-18,8,12
1268,"Cmte on HR bill to authorize Sec of War to issue military
warrants",1805-02-20,8,12
1269,cmte on necessary business,1805-02-20,8,12
1270,"emte on Jackson's resolution expressive of high sense of congress
for service of Edward Preble, etc",1805-02-26,8,12
1271,Cmte on Smith(OH)'s bill for relief of Thomas Flinn,1805-02-27,8,12
1272,"Cmte on HR bill supplementary to law providing for disposal of
public lands in IN",1805-03-02,8,12
1273,Cmte to deliver resolution thanking him to Burr,1805-03-02,8,12
1274,"Cmte of Conference on bill making addition to law for disabled
soldiers of revolutionary war",1805-03-03,8,12
1276,Jt cmte to wait on PUS,1805-03-03,8,13
1277,"emte on nominations of Starling Archer & others to be navy

surgeons",1804-11-22,8,13
1278,"Cmte on nominations made Dec 11, Edward Dewhurst & John Tapscott",1804-12-18,8,13
1279,"Cmte to consider if any further provisions needed respecting
impeachment of John Pickering",1803-11-14,8,2
1280,"emte on resolution for printing laws passed during 7th C, 1st
Session",1803-11-14,8,2
1281,"Cmte on HR bill to repeal law to allow drawback on goods exported
to New Orleans & to amend law to regulate collection of duties on
imports & tonnage",1803-11-16,8,2
1282,"Cmte on motion that Sec of T be requested to lay before the
Senate a statement of payments of respective states of direct
tax",1803-11-17,8,2
1283,"Cmte on HR bill for further protection of seamen and commerce of
US",1803-11-22,8,2
1284,Cmte on HR bill fixing salaries of certain officers,1803-11-23,8,2
1285,Cmte on petition of James Simons,1803-12-01,8,2
1286,"Cmte on motion to report by bill or otherwise, respecting naval
armament",1803-12-02,8,2
1287,Cmte on address of TN commissioners,1803-12-05,8,2
1288,cmte on motion to prepare form(s) of govt for LA,1803-12-05,8,2
1289,"Cmte to consider whether any amendments necessary to law for
punishment of certain crimes",1803-12-09,8,2
1290,"Cmte on motion to examine what further protection ought to be
given to protect navigation & seamen",1803-12-12,8,2
1291,Cmte on rule proposed Dec 5 on reconsideration,1803-12-12,8,2
1292,"Cmte on HR bill for relief of officers of govt & other citizens
who suffered in their property by insurgents in western counties
of PA",1803-12-14,8,2
1293,"emte on § Smith's bill to declare law in case of Salt Petre
imported and thereby to revive act making further provision for
payment of debts of US as far as same respects Salt Petre",1803-12-16,8,2
1294,"cmte on HR bill making further appropriations for purpose of
extinguishing Indian claims in KY & TN",1803-12-16,8,3
1295,"cmte to consider if any amendments needed to law to prevent
importation of certain persons into certain states with leave to
report by bill or otherwise",1803-12-16,8,3
1296,cmte on HR bill giving effect to US laws in LA purchase,1803-12-20,8,3
1297,cmte of Conference on bill fixing salaries of certain officers,1803-12-22,8,3
1298,cmte on HR bill for relief of Paul’ Coulon,1803-12-23,8,3
1299,"cmte on HR bill to incorporate Directors of Columbian Library
Company",1803-12-23,8,3
1300,cmte on petition of IN judges for increase of pay,1803-12-23,8,3
1301,Cmte on HR bill for relief of John Coles,1804-01-03,8,3
1302,Cmte to search journals for precedents in cases of impeachment,1804-01-03,8,3
1303,Cmte on memorial of Washington Building Company,1803-01-04,8,3
1304,"cmte on HR bill making appropriations for support of military est
for 1804",1804-01-05,8,3
1305,cmte on Franklin's bill declaring assent to NC law,1804-01-05,8,3
1306,"emte on HR bill making appropriations for support of navy for
1804",1804-01-06,8,3
1307,cmte to whom recommitted bill giving effect of US laws in LA,1804-01-06,8,3
1308,"Cmte on HR bill for relief of captors of Moorish armed ships
Meshouda & Mirboha",1804-01-14,8,3
1309,cmte on S Smith's bill for navy pension fund,1804-01-18,8,3
1310,"cmte on HR bill to enable PUS to make restitution to owners of
Danish brigantine, Henrick",1804-01-18,8,4
1311,Cmte on HR bill to further amend law laying direct tax,1804-01-18,8,4
1312,"Cmte to consider needed amendments to laws for recording ships &
vessels of US",1804-01-19,8,4
1313,"Cmte on HR bill for better direction of collectors of respective
ports in granting to seamen certificates of citizenship",1804-01-26,8,4
1314,cmte of Conference bill making appropriations for military est,1804-01-30,8,4
1315,emte of Conference on bill giving effect to US laws in LA,1804-02-02,8,4
1316,"cmte on HR bill supplement to law to incorporate inhabitants of
Washington",1804-02-03,8,4
1317,"Cmte on HR bill continuing for limited time salaries of govt
officers therein mentioned",1804-02-03,8,4
1318,cmte on memorial of John Hoskins Stone,1804-02-03,8,4
1319,"Cmte on HR amendment to bill for relief of Morrish armed ships,
Meshouda & Mirboha",1804-02-06,8,4
1320,cmte on petition of Oliver Pollock,1804-02-07,8,4
1321,"Cmte on Worthington's bill to ascertain boundary of lands
reserved by VA for military bounties",1804-02-15,8,4
1322,"Cmte on HR bill to erect lighthouse on south end of St Simon's
island, GA",1804-02-15,8,4
1323,cmte on HR bill for relief of Samuel Corp,1804-02-15,8,4
1324,Cmte on HR bill for relief of certain military pensioners in SC,1804-02-15,8,4
1327,"cmte on Hr bill to amend law to lay & collect direct tax with
amendments",1804-02-15,8,5
1328,"cmte on HR bill authorizing appointment of commissioners to ot
explore routes most eligible for opening certain public roads",1804-02-16,8,5
1329,Cmte on HR bill to amend charter of Alexandria,1804-02-18,8,5
1330,cmte on petition of Nancy Flinn,1804-02-18,8,5
1331,"cmte to consider any needed amendments to law relative to
election of PUS & VP & declaring the officer who shall act as
president in case of vacancies in the offices both of PUS & VP
with leave to report by bill or otherwise",1804-02-21,8,5
1332,"emte on HR bill to authorize the US courts to appoint
commissioners to take depositions of witnesses out of court, to
administer oaths to appraisers, &c",1804-02-23,8,5
1333,cmte on HR bill making appropriations for govt,1804-02-23,8,5
1334,cmte on memorial of Richard Sederstrom,1804-02-23,8,5
1335,cmte on HR bill supplement to,1804-02-24,8,5
1336,"cmte on HR bill to allow drawbacks on goods, wares, &
merchandise, transported by land in cases therein mentioned",1804-02-24,8,5
1337,Cmte on HR bill declaring assent to NC law,1804-02-29,8,5
1338,emte on HR bill for relief of George Lee Davidson,1804-02-29,8,5
1339,Cmte on HR bill to alter & establish certain post roads,1804-02-29,8,5
1340,"Cmte on HR bill to revive & continue law for refugees of Canada &
Nova Scotia",1804-03-01,8,5
1341,cmte on HR bill declaring assent to Va law,1804-03-01,8,5
1342,cmte on HR bill altering session of district courts of VA & RI,1804-03-03,8,5
1343,"cmte on HR bill making appropriations for carrying into effect
convention with Spain concluded Aug 1802",1804-03-03,8,6
1344,"Cmte on HR bill granting further time for locating military land
warrants",1804-03-05,8,6
1345,emte on HR bill providing for expenses of civil govt of LA,1804-03-05,8,6
1346,"cmte on HR’ bill to amend laws providing for the organization of
the accounting offices of treasury, war, and nav#",1804-03-06,8,6
1347,"cmte on Cocke's bill making compensation to TN militia who
marched to Natchez",1804-03-06,8,6
1348,Cmte on HR amendments to bill to erect a lighthouse on St,1804-03-07,8,6
1349,cmte on HR bill for relief of sufferers by fire in Norfolk,1804-03-09,8,6
1350,"Cmte on HR bill to amend law relative to election of Pus & VP &
declaring officer who shall act as PUS in case of vacancies",1804-03-10,8,6
1351,"Cmte on Jackson's bill to eréct lighthouse at mouth of MS river &
Cape Lookout",1804-03-12,8,6
1352,"cmte on HR bill making appropriation for defraying expenses
incurred in inquiring into official conduct of Chase & Pickering",1804-03-12,8,6
1353,Cmte on HR bill supplement to law concerning city of Washington,1804-03-13,8,6
1354,"Cmte to whom recommit bill authorizing appointment of
commissioners to explore routes for certain public roads",1804-03-13,8,6
1355,cmte on impeachment of Samuel Chase,1804-03-13,8,6
1356,Cmte on petition and Sec of state's report on Moses Young,1804-03-14,8,6
1357,"Cmte on Senate bill in addition to law to make provisions for
persons that have been disabled by known wounds received in
service of US (from cmte on petitions of Brainard & Stone) March
14, 1804",1804-03-16,8,6
1359,cmte on HR bill concerning public bldgs in WDC,1804-03-17,8,7
1360,cmte on HR bill for relief of heirs of John Habersham,1804-03-17,8,7
1361,cmte on HR bill for relief,1804-03-17,8,7
1362,cmte on Logan's bill for relief of Philip Sloan,1804-03-17,8,7
1363,cmte on HR bill to amend law for registering and recording ships,1804-03-19,8,7
1364,cmte on Senate cmte bill for relief of Moses Young,1804-03-20,8,7
1365,mte on HR bill for relief of Moses Hazen,1804-03-21,8,7
1366,cmte of Conference on bill to alter and est certain post roads,1804-03-21,8,7
1367,"Cmte of Conference on bill to divide LA into 2 territories & to
est temp govt",1804-03-22,8,7
1368,Cmte on Maclay's bill for more extensive distribution of US laws,1804-03-22,8,7
1369,Cmte on HR bill for further protection of commerce & seamen,1804-03-23,8,7
1370,"Cmte on HR bill imposing more specific duties on importation of
certain articles & for levying and collecting light-money on
foreign ships",1804-03-23,8,7
1371,"cmte of Conference on bill making provision for disposal of
public lands in IN",1804-03-24,8,7
1372,Cmte on HR bill for appointment of additional judge for MS,1804-03-24,8,7
1373,"Cmte on HR bill supplementary to law for regulating grants of
lands south of TN",1804-03-24,8,7
1374,"Cmte on HR bill for compensation of certain officers of customs &
to provide for appointing a surveyor in district therein
mentioned",1804-03-24,8,7
1375,emte of Conference on bill concerning public bldgs in WDC,1804-03-24,8,7
1376,Jt emte to wait on PUS,1804-03-27,8,8
1377,"emte on treaty of demarcation and cession between US & Chactaw
nation",1803-11-15,8,8
1378,"emte to inquire if any further proceedings necessary on
convention with Spain",1803-11-25,8,8
1379,"emte on PUS's message of Dec 21, r",1804-01-09,8,8
1380,Jt cmte to wait on PUS,1804-11-07,8,8
1381,"cmte to inquire whether copies of US laws have been procured
pursuant to law",1804-11-12,8,8
1382,cmte on enrolled bills,1804-11-19,8,8
1383,"Cmte on HR bill making appropriations for carrying into effect
treaty of amity, commerce and navigation between US & GB",1804-11-19,8,8
1384,"Cmte on HR resolution, sense of Congress for gallant conduct of
Captain Stephen Decatur",1804-11-22,8,8
1385,"Cmte on a i
i i Nov 22, 1804",1804-11-22,8,8
1386,"Cmte on HR bill making appropriations to supply deficiency for
support of govt for 1804 & making partial appropriation for next",1804-11-29,8,8
1387,emte on HR bill declaring assent to NC law,1804-11-30,8,8
1388,cmte on rules for impeachment,1804-12-03,8,8
1390,"Cmte on HR bill concerning drawbacks on goods, wares, &
merchandise exported from New Orleans",1804-12-05,8,9
1391,Cmte on petition of James May & others,1804-12-05,8,9
1392,"Cmte on S Smith's bill for imposing more specific duties on the
importation of certain articles & for levying and collecting
light $ on foreign ships & vessels",1804-12-13,8,9
1393,"Cmte to whom recommit bill declaring consent to NC law, refer TN
law with instructions to inquire what: have been acts &
proceedings of NC & TN in respect to lands claimed by US",1804-12-17,8,9
1394,"Cmte on HR bill authorizing Georgetown to make dam or cause way
from Mason's Island to western shore of Potomac",1804-12-17,8,9
1395,"Cmte on S Smtih's bill supplement to law for organization of
militia",1804-12-19,8,9
1396,"Cmte on HR bill to amend act for govt & regulation of seamen in
merchants' service",1804-12-20,8,9
1397,"Cmte on HR bill giving power to stockholders of Marine Insurance
Co of Alexandria",1804-12-20,8,9
1398,"Cmte on HR bill providing for completing valuation of lands &
dwelling houses & enumeration of slaves in SC",1804-12-20,8,9
1399,"Cmte to whom recommit bill & amendment imposing more specific
duties",1804-12-20,8,9
1400,"Cmte on Adams' bill to make addition to law providing for persons
disabled in actual service of US during revolutionary war",1804-12-26,8,9
1401,"Cmte on HR bill declaring Cambridge, MA port of delivery",1804-12-28,8,9
1402,Cmte on HR bill to regulate clearance of armed merchant vessels,1804-12-28,8,9
1403,"Cmte on HR bill for establishing rules & articles for govt of
armies of US",1804-12-28,8,9
1404,Cmte on HR bill for relief of Charlotte Hazen,1805-01-04,8,9
1406,Jt cmte to wait on PUS,1805-12-02,9,1
1407,Jt cmte on enrolled bills,1805-12-04,9,1
1408,"\emte on HR bill making additional appropriation for naval service
for 1805",1805-12-05,9,1
1409,"Cmte to examine act to enable people of eastern division of
territory nw of OH Rover to form state, etc",1805-12-05,9,1
1410,emte on library,1805-12-06,9,1
1411,cmte on HR bill prohibiting export of arms and ammo,1805-12-13,9,1
1412,cmte on HR bill for relief of Theodorick Armistead,1805-12-19,9,1
1413,"cmte on HR bill making provision for persons disabled by wounds
received during service in revolutionary war [Invalid bill}",1805-12-20,9,1
1414,"cmte on HR bill for refugees ;jof,Canada and Nova Scotia",1806-01-20,9,1
1415,"cmte on PUS’s message, r",1805-12-20,9,1
1416,"Cmte on HR bill supplement to act ee provision of US
citizens’ claims on France, payment assumed by US by virtue of
convention of April 30, 180; Dec 23, 1805",1805-12-23,9,1
1417,emte on HR bill to repeal part of foreign coins law,1805-12-23,9,1
1418,"cmte on HR bill for relief of,Edward Toppan, George Jenkins,
William Currier",1805-12-23,9,1
1419,"cmte on memorial of Philip Jones, & others, r",1805-12-30,9,1
1420,cmte to bring bill,1805-12-31,9,1
1421,Cmte on memorial of HR of New Orleans territory,1805-12-31,9,1
1422,"cmte to whom referred PUS’s message
of April 18",1806-12-01,9,10
1423,"cmte? ‘ Beil

\, 2nd Session, Vol 6
Jt cmte to wait on PUS",1806-12-04,9,10
1424,emte on 22nd rule [engrossed bills],1806-12-05,9,10
1425,"cmte on parts of PUS’s message, r",1806-12-08,9,10
1426,"emte on parts of PUS’s message, r",1807-01-16,9,10
1427,"cmte on public lands, with leave to report by bill or otherwise",1806-12-08,9,10
1428,"Cmte on HR bill to suspend slaw to,prohibit importation of certain
goods, wares, & merchandise",1807-02-26,9,10
