first_name,middle_name,last_name,age,congress,state,party,votes,committee_name,date,senator_id,senator_congress_id,committee_id
Nathaniel,,Chipman,45,5,VT,Federalist,2,Cmte bill widow & Orphan,1798-02-26,C000369,164,502
Benjamin,,Goodhue,49,5,MA,Federalist,6,Cmte bill widow & Orphan,1798-02-26,G000286,134,502
Ray,,Greene,32,5,RI,Federalist,1,Cmte bill widow & Orphan,1798-02-26,G000427,162,502
James,,Hillhouse,43,5,CT,Federalist,1,Cmte bill widow & Orphan,1798-02-26,H000618,135,502
John,Sloss,Hobart,59,5,NY,Federalist,1,Cmte bill widow & Orphan,1798-02-26,H000661,167,502
Andrew,,Jackson,30,5,TN,Democratic Republican,2,Cmte bill widow & Orphan,1798-02-26,J000005,165,502
John,,Langdon,56,5,NH,Democratic Republican,2,Cmte bill widow & Orphan,1798-02-26,L000067,137,502
Samuel,,Livermore,65,5,NH,Federalist,8,Cmte bill widow & Orphan,1798-02-26,L000364,139,502
James,,Lloyd,41,5,MD,Federalist,2,Cmte bill widow & Orphan,1798-02-26,L000377,166,502
Humphrey,,Marshall,37,5,KY,Federalist,2,Cmte bill widow & Orphan,1798-02-26,M000155,153,502
Alexander,,Martin,57,5,NC,Anti-Administration,1,Cmte bill widow & Orphan,1798-02-26,M000166,152,502
Elijah,,Paine,40,5,VT,Federalist,8,Cmte bill widow & Orphan,1798-02-26,P000026,154,502
Jacob,,Read,45,5,SC,Federalist,1,Cmte bill widow & Orphan,1798-02-26,R000092,155,502
James,,Ross,35,5,PA,Federalist,3,Cmte bill widow & Orphan,1798-02-26,R000448,156,502
Theodore,,Sedgwick,51,5,MA,Federalist,1,Cmte bill widow & Orphan,1798-02-26,S000222,141,502
Josiah,,Tattnall,35,5,GA,Democratic Republican,1,Cmte bill widow & Orphan,1798-02-26,T000052,158,502
Henry,,Tazewell,44,5,VA,Anti-Administration,4,Cmte bill widow & Orphan,1798-02-26,T000107,142,502
Uriah,,Tracy,42,5,CT,Federalist,7,Cmte bill widow & Orphan,1798-02-26,T000348,143,502
Joseph,Inslee,Anderson,40,5,TN,Democratic Republican,1,Cmte on bill addition to stamp duty,1798-03-08,A000197,163,503
William,,Bingham,45,5,PA,Federalist,13,Cmte on bill addition to stamp duty,1798-03-08,B000474,131,503
Timothy,,Bloodworth,61,5,NC,Democratic Republican,2,Cmte on bill addition to stamp duty,1798-03-08,B000563,148,503
John,,Brown,40,5,KY,Democratic Republican,3,Cmte on bill addition to stamp duty,1798-03-08,B000929,149,503
Nathaniel,,Chipman,45,5,VT,Federalist,3,Cmte on bill addition to stamp duty,1798-03-08,C000369,164,503
Joshua,,Clayton,53,5,DE,Federalist,2,Cmte on bill addition to stamp duty,1798-03-08,C000497,168,503
Theodore,,Foster,45,5,RI,Federalist,2,Cmte on bill addition to stamp duty,1798-03-08,F000313,150,503
Benjamin,,Goodhue,49,5,MA,Federalist,6,Cmte on bill addition to stamp duty,1798-03-08,G000286,134,503
Ray,,Greene,32,5,RI,Federalist,3,Cmte on bill addition to stamp duty,1798-03-08,G000427,162,503
James,,Hillhouse,43,5,CT,Federalist,2,Cmte on bill addition to stamp duty,1798-03-08,H000618,135,503
John,Sloss,Hobart,59,5,NY,Federalist,1,Cmte on bill addition to stamp duty,1798-03-08,H000661,167,503
John,,Hunter,45,5,SC,Democratic Republican,3,Cmte on bill addition to stamp duty,1798-03-08,H000982,146,503
Andrew,,Jackson,30,5,TN,Democratic Republican,2,Cmte on bill addition to stamp duty,1798-03-08,J000005,165,503
John,,Langdon,56,5,NH,Democratic Republican,1,Cmte on bill addition to stamp duty,1798-03-08,L000067,137,503
Henry,,Latimer,45,5,DE,Federalist,2,Cmte on bill addition to stamp duty,1798-03-08,L000115,151,503
John,,Laurance,47,5,NY,Federalist,2,Cmte on bill addition to stamp duty,1798-03-08,L000120,138,503
Samuel,,Livermore,65,5,NH,Federalist,2,Cmte on bill addition to stamp duty,1798-03-08,L000364,139,503
James,,Lloyd,41,5,MD,Federalist,2,Cmte on bill addition to stamp duty,1798-03-08,L000377,166,503
Alexander,,Martin,57,5,NC,Anti-Administration,6,Cmte on bill addition to stamp duty,1798-03-08,M000166,152,503
Stevens,Thomson,Mason,37,5,VA,Democratic Republican,1,Cmte on bill addition to stamp duty,1798-03-08,M000226,140,503
Elijah,,Paine,40,5,VT,Federalist,3,Cmte on bill addition to stamp duty,1798-03-08,P000026,154,503
Jacob,,Read,45,5,SC,Federalist,5,Cmte on bill addition to stamp duty,1798-03-08,R000092,155,503
Theodore,,Sedgwick,51,5,MA,Federalist,5,Cmte on bill addition to stamp duty,1798-03-08,S000222,141,503
Josiah,,Tattnall,35,5,GA,Democratic Republican,1,Cmte on bill addition to stamp duty,1798-03-08,T000052,158,503
Henry,,Tazewell,44,5,VA,Anti-Administration,6,Cmte on bill addition to stamp duty,1798-03-08,T000107,142,503
Uriah,,Tracy,42,5,CT,Federalist,2,Cmte on bill addition to stamp duty,1798-03-08,T000348,143,503
Joseph,Inslee,Anderson,40,5,TN,Democratic Republican,1,Cmte bill limitation of claims,1798-03-12,A000197,163,504
William,,Bingham,45,5,PA,Federalist,9,Cmte bill limitation of claims,1798-03-12,B000474,131,504
John,,Brown,40,5,KY,Democratic Republican,1,Cmte bill limitation of claims,1798-03-12,B000929,149,504
Nathaniel,,Chipman,45,5,VT,Federalist,2,Cmte bill limitation of claims,1798-03-12,C000369,164,504
Benjamin,,Goodhue,49,5,MA,Federalist,2,Cmte bill limitation of claims,1798-03-12,G000286,134,504
John,Sloss,Hobart,59,5,NY,Federalist,3,Cmte bill limitation of claims,1798-03-12,H000661,167,504
John,,Hunter,45,5,SC,Democratic Republican,1,Cmte bill limitation of claims,1798-03-12,H000982,146,504
Andrew,,Jackson,30,5,TN,Democratic Republican,1,Cmte bill limitation of claims,1798-03-12,J000005,165,504
John,,Langdon,56,5,NH,Democratic Republican,2,Cmte bill limitation of claims,1798-03-12,L000067,137,504
Henry,,Latimer,45,5,DE,Federalist,1,Cmte bill limitation of claims,1798-03-12,L000115,151,504
John,,Laurance,47,5,NY,Federalist,2,Cmte bill limitation of claims,1798-03-12,L000120,138,504
Samuel,,Livermore,65,5,NH,Federalist,3,Cmte bill limitation of claims,1798-03-12,L000364,139,504
James,,Lloyd,41,5,MD,Federalist,4,Cmte bill limitation of claims,1798-03-12,L000377,166,504
Elijah,,Paine,40,5,VT,Federalist,3,Cmte bill limitation of claims,1798-03-12,P000026,154,504
Jacob,,Read,45,5,SC,Federalist,1,Cmte bill limitation of claims,1798-03-12,R000092,155,504
James,,Ross,35,5,PA,Federalist,1,Cmte bill limitation of claims,1798-03-12,R000448,156,504
Theodore,,Sedgwick,51,5,MA,Federalist,7,Cmte bill limitation of claims,1798-03-12,S000222,141,504
Richard,,Stockton,33,5,NJ,Federalist,1,Cmte bill limitation of claims,1798-03-12,S000941,147,504
Henry,,Tazewell,44,5,VA,Anti-Administration,5,Cmte bill limitation of claims,1798-03-12,T000107,142,504
Uriah,,Tracy,42,5,CT,Federalist,8,Cmte bill limitation of claims,1798-03-12,T000348,143,504
William,,Bingham,45,5,PA,Federalist,3,Cmte bill MA law,1798-03-12,B000474,131,505
Timothy,,Bloodworth,61,5,NC,Democratic Republican,4,Cmte bill MA law,1798-03-12,B000563,148,505
John,,Brown,40,5,KY,Democratic Republican,1,Cmte bill MA law,1798-03-12,B000929,149,505
Nathaniel,,Chipman,45,5,VT,Federalist,2,Cmte bill MA law,1798-03-12,C000369,164,505
Benjamin,,Goodhue,49,5,MA,Federalist,10,Cmte bill MA law,1798-03-12,G000286,134,505
Ray,,Greene,32,5,RI,Federalist,2,Cmte bill MA law,1798-03-12,G000427,162,505
James,,Hillhouse,43,5,CT,Federalist,2,Cmte bill MA law,1798-03-12,H000618,135,505
John,,Hunter,45,5,SC,Democratic Republican,1,Cmte bill MA law,1798-03-12,H000982,146,505
John,,Langdon,56,5,NH,Democratic Republican,2,Cmte bill MA law,1798-03-12,L000067,137,505
Henry,,Latimer,45,5,DE,Federalist,1,Cmte bill MA law,1798-03-12,L000115,151,505
John,,Laurance,47,5,NY,Federalist,1,Cmte bill MA law,1798-03-12,L000120,138,505
Samuel,,Livermore,65,5,NH,Federalist,2,Cmte bill MA law,1798-03-12,L000364,139,505
James,,Lloyd,41,5,MD,Federalist,2,Cmte bill MA law,1798-03-12,L000377,166,505
Humphrey,,Marshall,37,5,KY,Federalist,1,Cmte bill MA law,1798-03-12,M000155,153,505
Alexander,,Martin,57,5,NC,Anti-Administration,2,Cmte bill MA law,1798-03-12,M000166,152,505
Elijah,,Paine,40,5,VT,Federalist,1,Cmte bill MA law,1798-03-12,P000026,154,505
Jacob,,Read,45,5,SC,Federalist,4,Cmte bill MA law,1798-03-12,R000092,155,505
Theodore,,Sedgwick,51,5,MA,Federalist,1,Cmte bill MA law,1798-03-12,S000222,141,505
Richard,,Stockton,33,5,NJ,Federalist,1,Cmte bill MA law,1798-03-12,S000941,147,505
Henry,,Tazewell,44,5,VA,Anti-Administration,2,Cmte bill MA law,1798-03-12,T000107,142,505
Uriah,,Tracy,42,5,CT,Federalist,6,Cmte bill MA law,1798-03-12,T000348,143,505
Joseph,Inslee,Anderson,40,5,TN,Democratic Republican,1,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,A000197,163,506
William,,Bingham,45,5,PA,Federalist,3,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,B000474,131,506
Timothy,,Bloodworth,61,5,NC,Democratic Republican,2,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,B000563,148,506
Nathaniel,,Chipman,45,5,VT,Federalist,1,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,C000369,164,506
Benjamin,,Goodhue,49,5,MA,Federalist,5,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,G000286,134,506
Ray,,Greene,32,5,RI,Federalist,6,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,G000427,162,506
John,,Hunter,45,5,SC,Democratic Republican,2,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,H000982,146,506
Andrew,,Jackson,30,5,TN,Democratic Republican,1,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,J000005,165,506
John,,Langdon,56,5,NH,Democratic Republican,2,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,L000067,137,506
John,,Laurance,47,5,NY,Federalist,1,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,L000120,138,506
Samuel,,Livermore,65,5,NH,Federalist,2,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,L000364,139,506
James,,Lloyd,41,5,MD,Federalist,2,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,L000377,166,506
Humphrey,,Marshall,37,5,KY,Federalist,2,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,M000155,153,506
Alexander,,Martin,57,5,NC,Anti-Administration,1,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,M000166,152,506
Elijah,,Paine,40,5,VT,Federalist,3,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,P000026,154,506
Jacob,,Read,45,5,SC,Federalist,1,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,R000092,155,506
Theodore,,Sedgwick,51,5,MA,Federalist,3,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,S000222,141,506
Henry,,Tazewell,44,5,VA,Anti-Administration,2,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,T000107,142,506
Uriah,,Tracy,42,5,CT,Federalist,5,Cmte HR bill for relief of Sylvanus Crowell,1798-03-12,T000348,143,506
John,,Laurance,47,5,NY,Federalist,4,Cmte of Conference on Canada and Nova Scotia Refugees,1798-03-13,L000120,138,507
Samuel,,Livermore,65,5,NH,Federalist,1,Cmte of Conference on Canada and Nova Scotia Refugees,1798-03-13,L000364,139,507
James,,Lloyd,41,5,MD,Federalist,1,Cmte of Conference on Canada and Nova Scotia Refugees,1798-03-13,L000377,166,507
Alexander,,Martin,57,5,NC,Anti-Administration,3,Cmte of Conference on Canada and Nova Scotia Refugees,1798-03-13,M000166,152,507
Elijah,,Paine,40,5,VT,Federalist,2,Cmte of Conference on Canada and Nova Scotia Refugees,1798-03-13,P000026,154,507
Jacob,,Read,45,5,SC,Federalist,1,Cmte of Conference on Canada and Nova Scotia Refugees,1798-03-13,R000092,155,507
James,,Ross,35,5,PA,Federalist,4,Cmte of Conference on Canada and Nova Scotia Refugees,1798-03-13,R000448,156,507
Theodore,,Sedgwick,51,5,MA,Federalist,10,Cmte of Conference on Canada and Nova Scotia Refugees,1798-03-13,S000222,141,507
Richard,,Stockton,33,5,NJ,Federalist,2,Cmte of Conference on Canada and Nova Scotia Refugees,1798-03-13,S000941,147,507
Henry,,Tazewell,44,5,VA,Anti-Administration,4,Cmte of Conference on Canada and Nova Scotia Refugees,1798-03-13,T000107,142,507
Uriah,,Tracy,42,5,CT,Federalist,6,Cmte of Conference on Canada and Nova Scotia Refugees,1798-03-13,T000348,143,507
John,,Brown,40,5,KY,Democratic Republican,1,cmte on petition of Joseph Ball & others,1798-03-14,B000929,149,508
Nathaniel,,Chipman,45,5,VT,Federalist,2,cmte on petition of Joseph Ball & others,1798-03-14,C000369,164,508
Benjamin,,Goodhue,49,5,MA,Federalist,4,cmte on petition of Joseph Ball & others,1798-03-14,G000286,134,508
Ray,,Greene,32,5,RI,Federalist,6,cmte on petition of Joseph Ball & others,1798-03-14,G000427,162,508
John,,Hunter,45,5,SC,Democratic Republican,3,cmte on petition of Joseph Ball & others,1798-03-14,H000982,146,508
Andrew,,Jackson,30,5,TN,Democratic Republican,1,cmte on petition of Joseph Ball & others,1798-03-14,J000005,165,508
John,,Langdon,56,5,NH,Democratic Republican,5,cmte on petition of Joseph Ball & others,1798-03-14,L000067,137,508
Henry,,Latimer,45,5,DE,Federalist,1,cmte on petition of Joseph Ball & others,1798-03-14,L000115,151,508
John,,Laurance,47,5,NY,Federalist,2,cmte on petition of Joseph Ball & others,1798-03-14,L000120,138,508
Samuel,,Livermore,65,5,NH,Federalist,2,cmte on petition of Joseph Ball & others,1798-03-14,L000364,139,508
James,,Lloyd,41,5,MD,Federalist,1,cmte on petition of Joseph Ball & others,1798-03-14,L000377,166,508
Alexander,,Martin,57,5,NC,Anti-Administration,1,cmte on petition of Joseph Ball & others,1798-03-14,M000166,152,508
Elijah,,Paine,40,5,VT,Federalist,3,cmte on petition of Joseph Ball & others,1798-03-14,P000026,154,508
James,,Ross,35,5,PA,Federalist,6,cmte on petition of Joseph Ball & others,1798-03-14,R000448,156,508
Theodore,,Sedgwick,51,5,MA,Federalist,1,cmte on petition of Joseph Ball & others,1798-03-14,S000222,141,508
Richard,,Stockton,33,5,NJ,Federalist,1,cmte on petition of Joseph Ball & others,1798-03-14,S000941,147,508
Henry,,Tazewell,44,5,VA,Anti-Administration,6,cmte on petition of Joseph Ball & others,1798-03-14,T000107,142,508
Uriah,,Tracy,42,5,CT,Federalist,8,cmte on petition of Joseph Ball & others,1798-03-14,T000348,143,508
Joseph,Inslee,Anderson,40,5,TN,Democratic Republican,4,Cmte on petition of Margaret Lapsley,1798-03-14,A000197,163,509
Timothy,,Bloodworth,61,5,NC,Democratic Republican,2,Cmte on petition of Margaret Lapsley,1798-03-14,B000563,148,509
Nathaniel,,Chipman,45,5,VT,Federalist,1,Cmte on petition of Margaret Lapsley,1798-03-14,C000369,164,509
Ray,,Greene,32,5,RI,Federalist,2,Cmte on petition of Margaret Lapsley,1798-03-14,G000427,162,509
James,,Gunn,44,5,GA,Federalist,1,Cmte on petition of Margaret Lapsley,1798-03-14,G000526,161,509
Andrew,,Jackson,30,5,TN,Democratic Republican,2,Cmte on petition of Margaret Lapsley,1798-03-14,J000005,165,509
John,,Langdon,56,5,NH,Democratic Republican,3,Cmte on petition of Margaret Lapsley,1798-03-14,L000067,137,509
Samuel,,Livermore,65,5,NH,Federalist,4,Cmte on petition of Margaret Lapsley,1798-03-14,L000364,139,509
Humphrey,,Marshall,37,5,KY,Federalist,12,Cmte on petition of Margaret Lapsley,1798-03-14,M000155,153,509
Alexander,,Martin,57,5,NC,Anti-Administration,1,Cmte on petition of Margaret Lapsley,1798-03-14,M000166,152,509
Elijah,,Paine,40,5,VT,Federalist,3,Cmte on petition of Margaret Lapsley,1798-03-14,P000026,154,509
Jacob,,Read,45,5,SC,Federalist,1,Cmte on petition of Margaret Lapsley,1798-03-14,R000092,155,509
James,,Ross,35,5,PA,Federalist,3,Cmte on petition of Margaret Lapsley,1798-03-14,R000448,156,509
Theodore,,Sedgwick,51,5,MA,Federalist,3,Cmte on petition of Margaret Lapsley,1798-03-14,S000222,141,509
Henry,,Tazewell,44,5,VA,Anti-Administration,3,Cmte on petition of Margaret Lapsley,1798-03-14,T000107,142,509
Uriah,,Tracy,42,5,CT,Federalist,6,Cmte on petition of Margaret Lapsley,1798-03-14,T000348,143,509
Ray,,Greene,32,5,RI,Federalist,1,Cmte in place of Gunn - Cmte on PUS's message -- security and protection of Commerce,1798-03-15,G000427,162,510
John,,Langdon,56,5,NH,Democratic Republican,8,Cmte in place of Gunn - Cmte on PUS's message -- security and protection of Commerce,1798-03-15,L000067,137,510
Samuel,,Livermore,65,5,NH,Federalist,1,Cmte in place of Gunn - Cmte on PUS's message -- security and protection of Commerce,1798-03-15,L000364,139,510
Jacob,,Read,45,5,SC,Federalist,11,Cmte in place of Gunn - Cmte on PUS's message -- security and protection of Commerce,1798-03-15,R000092,155,510
Joseph,Inslee,Anderson,40,5,TN,Democratic Republican,3,Cmte bill City of Washington,1798-03-21,A000197,163,511
William,,Bingham,45,5,PA,Federalist,6,Cmte bill City of Washington,1798-03-21,B000474,131,511
Timothy,,Bloodworth,61,5,NC,Democratic Republican,2,Cmte bill City of Washington,1798-03-21,B000563,148,511
John,,Brown,40,5,KY,Democratic Republican,4,Cmte bill City of Washington,1798-03-21,B000929,149,511
Nathaniel,,Chipman,45,5,VT,Federalist,3,Cmte bill City of Washington,1798-03-21,C000369,164,511
Joshua,,Clayton,53,5,DE,Federalist,2,Cmte bill City of Washington,1798-03-21,C000497,168,511
Theodore,,Foster,45,5,RI,Federalist,1,Cmte bill City of Washington,1798-03-21,F000313,150,511
Benjamin,,Goodhue,49,5,MA,Federalist,7,Cmte bill City of Washington,1798-03-21,G000286,134,511
Ray,,Greene,32,5,RI,Federalist,1,Cmte bill City of Washington,1798-03-21,G000427,162,511
James,,Hillhouse,43,5,CT,Federalist,4,Cmte bill City of Washington,1798-03-21,H000618,135,511
John,Sloss,Hobart,59,5,NY,Federalist,4,Cmte bill City of Washington,1798-03-21,H000661,167,511
John,,Hunter,45,5,SC,Democratic Republican,4,Cmte bill City of Washington,1798-03-21,H000982,146,511
John,,Langdon,56,5,NH,Democratic Republican,3,Cmte bill City of Washington,1798-03-21,L000067,137,511
Henry,,Latimer,45,5,DE,Federalist,2,Cmte bill City of Washington,1798-03-21,L000115,151,511
John,,Laurance,47,5,NY,Federalist,4,Cmte bill City of Washington,1798-03-21,L000120,138,511
Samuel,,Livermore,65,5,NH,Federalist,2,Cmte bill City of Washington,1798-03-21,L000364,139,511
James,,Lloyd,41,5,MD,Federalist,17,Cmte bill City of Washington,1798-03-21,L000377,166,511
Humphrey,,Marshall,37,5,KY,Federalist,2,Cmte bill City of Washington,1798-03-21,M000155,153,511
Alexander,,Martin,57,5,NC,Anti-Administration,3,Cmte bill City of Washington,1798-03-21,M000166,152,511
Elijah,,Paine,40,5,VT,Federalist,3,Cmte bill City of Washington,1798-03-21,P000026,154,511
Jacob,,Read,45,5,SC,Federalist,7,Cmte bill City of Washington,1798-03-21,R000092,155,511
James,,Ross,35,5,PA,Federalist,7,Cmte bill City of Washington,1798-03-21,R000448,156,511
Theodore,,Sedgwick,51,5,MA,Federalist,8,Cmte bill City of Washington,1798-03-21,S000222,141,511
Richard,,Stockton,33,5,NJ,Federalist,8,Cmte bill City of Washington,1798-03-21,S000941,147,511
Josiah,,Tattnall,35,5,GA,Democratic Republican,2,Cmte bill City of Washington,1798-03-21,T000052,158,511
Henry,,Tazewell,44,5,VA,Anti-Administration,9,Cmte bill City of Washington,1798-03-21,T000107,142,511
Uriah,,Tracy,42,5,CT,Federalist,6,Cmte bill City of Washington,1798-03-21,T000348,143,511
Timothy,,Bloodworth,61,5,NC,Democratic Republican,1,Cmte on bill arms & ammo,1798-03-22,B000563,148,512
John,,Brown,40,5,KY,Democratic Republican,1,Cmte on bill arms & ammo,1798-03-22,B000929,149,512
Nathaniel,,Chipman,45,5,VT,Federalist,1,Cmte on bill arms & ammo,1798-03-22,C000369,164,512
Joshua,,Clayton,53,5,DE,Federalist,2,Cmte on bill arms & ammo,1798-03-22,C000497,168,512
Theodore,,Foster,45,5,RI,Federalist,1,Cmte on bill arms & ammo,1798-03-22,F000313,150,512
Ray,,Greene,32,5,RI,Federalist,3,Cmte on bill arms & ammo,1798-03-22,G000427,162,512
John,Sloss,Hobart,59,5,NY,Federalist,4,Cmte on bill arms & ammo,1798-03-22,H000661,167,512
John,,Hunter,45,5,SC,Democratic Republican,1,Cmte on bill arms & ammo,1798-03-22,H000982,146,512
John,,Langdon,56,5,NH,Democratic Republican,4,Cmte on bill arms & ammo,1798-03-22,L000067,137,512
Henry,,Latimer,45,5,DE,Federalist,1,Cmte on bill arms & ammo,1798-03-22,L000115,151,512
